datetime,portfolio_value,cash,return
2020-01-02 14:30:00+00:00,100000.0,100000.0,
2020-01-03 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-04 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-06 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-07 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-08 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-09 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-10 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-11 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-13 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-14 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-15 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-16 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-17 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-18 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-21 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-22 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-23 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-24 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-25 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-27 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-28 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-29 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-30 14:30:00+00:00,100000.0,100000.0,0.0
2020-01-31 14:30:00+00:00,100000.0,100000.0,0.0
2020-02-01 14:30:00+00:00,100000.0,100000.0,0.0
2020-02-03 14:30:00+00:00,100000.0,100000.0,0.0
2020-02-04 14:30:00+00:00,99268.39981079102,150119.25094604492,-0.007316001892089807
2020-02-05 14:30:00+00:00,98617.40264892578,150119.25094604492,-0.0065579495902629015
2020-02-06 14:30:00+00:00,98363.20037841797,150119.25094604492,-0.002577661383080243
2020-02-07 14:30:00+00:00,98532.14981079102,150119.25094604492,0.0017176081270544596
2020-02-08 14:30:00+00:00,98532.14981079102,150119.25094604492,0.0
2020-02-10 14:30:00+00:00,98778.59924316406,150119.25094604492,0.002501208314710457
2020-02-11 14:30:00+00:00,96895.34204101562,225308.4634399414,-0.019065437418406828
2020-02-12 14:30:00+00:00,96639.40856933594,225308.4634399414,-0.002641339266559961
2020-02-13 14:30:00+00:00,97009.94903564453,225308.4634399414,0.0038342584230814936
2020-02-14 14:30:00+00:00,95826.88153076172,337821.55853271484,-0.012195321373152268
2020-02-15 14:30:00+00:00,95826.88153076172,337821.55853271484,0.0
2020-02-18 14:30:00+00:00,96543.88153076172,337821.55853271484,0.007482242858647403
2020-02-19 14:30:00+00:00,95626.12240600586,337821.55853271484,-0.009506134518358245
2020-02-20 14:30:00+00:00,95661.98553466797,337821.55853271484,0.0003750348519815372
2020-02-21 14:30:00+00:00,97289.5676574707,337821.55853271484,0.01701388606671661
2020-02-22 14:30:00+00:00,97289.5676574707,337821.55853271484,0.0
2020-02-24 14:30:00+00:00,106130.16802978516,337821.55853271484,0.09086894499767673
2020-02-25 14:30:00+00:00,105556.57678222656,337821.55853271484,-0.005404601332560044
2020-02-26 14:30:00+00:00,112554.50378417969,337821.55853271484,0.06629550915042004
2020-02-27 14:30:00+00:00,118806.74465942383,337821.55853271484,0.055548562385674405
2020-02-28 14:30:00+00:00,130823.64978027344,337821.55853271484,0.10114665758495245
2020-02-29 14:30:00+00:00,130823.64978027344,337821.55853271484,0.0
2020-03-02 14:30:00+00:00,124004.99465942383,337821.55853271484,-0.05212096690699253
2020-03-03 14:30:00+00:00,115910.05853271484,337821.55853271484,-0.06527911354652682
2020-03-04 14:30:00+00:00,118333.5220336914,337821.55853271484,0.020908138013687294
2020-03-05 14:30:00+00:00,119150.89065551758,337821.55853271484,0.0069073294513575245
2020-03-06 14:30:00+00:00,127633.01290893555,337821.55853271484,0.07118807259226467
2020-03-07 14:30:00+00:00,127633.01290893555,506675.95501708984,0.0
2020-03-09 13:30:00+00:00,150713.07080078125,506675.95501708984,0.18083141160596927
2020-03-10 13:30:00+00:00,130043.5913696289,759951.9437866211,-0.13714457094749344
2020-03-11 13:30:00+00:00,138762.81677246094,759951.9437866211,0.06704848205898117
2020-03-12 13:30:00+00:00,193423.9437866211,759951.9437866211,0.3939176811594407
2020-03-13 13:30:00+00:00,182817.30926513672,576399.9437866211,-0.05483620235344422
2020-03-14 13:30:00+00:00,182817.30926513672,576399.9437866211,0.0
2020-03-16 13:30:00+00:00,215594.67474365234,576399.9437866211,0.17929027404609266
2020-03-17 13:30:00+00:00,209820.1138305664,576399.9437866211,-0.026784339269752544
2020-03-18 13:30:00+00:00,222969.9437866211,576399.9437866211,0.06267192270552968
2020-03-19 13:30:00+00:00,221206.42659912107,441316.42659912107,-0.007909214836541723
2020-03-20 13:30:00+00:00,218188.82772216795,441316.42659912107,-0.013641551574004374
2020-03-21 13:30:00+00:00,218188.82772216795,441316.42659912107,0.0
2020-03-23 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0880580736507437
2020-03-24 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-25 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-26 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-27 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-28 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-30 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-03-31 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-01 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-02 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-03 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-04 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-06 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-07 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-08 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-09 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-10 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-13 13:30:00+00:00,237402.11558349605,237402.11558349605,0.0
2020-04-14 13:30:00+00:00,235758.59715087886,356018.0418530273,-0.006922930861747778
2020-04-15 13:30:00+00:00,237218.07871826168,356018.0418530273,0.0061905762293317235
2020-04-16 13:30:00+00:00,236541.844465332,356018.0418530273,-0.002850685987271784
2020-04-17 13:30:00+00:00,233875.39976318355,356018.0418530273,-0.011272613131835252
2020-04-18 13:30:00+00:00,233875.39976318355,356018.0418530273,0.0
2020-04-20 13:30:00+00:00,235060.96812255855,356018.0418530273,0.005069230712488215
2020-04-21 13:30:00+00:00,237577.59715087886,356018.0418530273,0.010706282069799622
2020-04-22 13:30:00+00:00,236884.2392407226,356018.0418530273,-0.002918448197436363
2020-04-23 13:30:00+00:00,235968.3260327148,356018.0418530273,-0.003866501253707577
2020-04-24 13:30:00+00:00,235865.59715087886,356018.0418530273,-0.0004353503013014848
2020-04-25 13:30:00+00:00,235865.59715087886,356018.0418530273,0.0
2020-04-27 13:30:00+00:00,233986.68394287105,356018.0418530273,-0.007966033328743127
2020-04-28 13:30:00+00:00,237668.2801342773,56071.80698974605,0.01573421243195683
2020-04-29 13:30:00+00:00,237986.5262280273,56071.80698974605,0.001339034782303239
2020-04-30 13:30:00+00:00,238098.8416577148,56071.80698974605,0.0004719402878290424
2020-05-01 13:30:00+00:00,234105.24546630855,56071.80698974605,-0.01677285014744989
2020-05-02 13:30:00+00:00,234105.24546630855,56071.80698974605,0.0
2020-05-04 13:30:00+00:00,231253.56089599605,56071.80698974605,-0.01218120749337459
2020-05-05 13:30:00+00:00,234935.17613037105,56071.80698974605,0.01592025316328316
